"Date","TXANDE1LFN","TXANGE5LFN","TXARCH9LFN","TXATAS3LFN","TXBAIL7LFN","TXBAST1LFN","TXBEEC5LFN","TXBEXA9LFN","TXBORD3LFN","TXBOWI7LFN","TXBRAZ3LFN","TXBRIS5LFN","TXBROW9LFN","TXBURN3LFN","TXCALH7LFN","TXCAME2LFN","TXCARS5LFN","TXCAST9LFN","TXCHER3LFN","TXCLAY7LFN","TXCOKE1LFN","TXCOLL5LFN","TXCOLO9LFN","TXCOMA3LFN","TXCOOK7LFN","TXCOTT1LFN","TXCROC5LFN","TXCULB9LFN","TXDALL3LFN","TXDEAF7LFN","TXDENT2LFN","TXDICK5LFN","TXDONL9LFN","TXEAST3LFN","TXEDWA7LFN","TXELLI0LFN","TXFALL5LFN","TXFAYE9LFN","TXFLOY3LFN","TXFORT5LFN","TXFREE1LFN","TXGAIN5LFN","TXGARZ9LFN","TXGLAS3LFN","TXGONZ7LFN","TXGRAY0LFN","TXGRIM5LFN","TXHALE9LFN","TXHAMI3LFN","TXHARD7LFN","TXHARR1LFN","TXHART5LFN","TXHAYS9LFN","TXHEND3LFN","TXHILL7LFN","TXHOOD1LFN","TXHOUS5LFN","TXHUDS9LFN","TXHUTC3LFN","TXJACK7LFN","TXJASP1LFN","TXJEFF5LFN","TXJIMW9LFN","TXJONE3LFN","TXKAUF7LFN","TXKENE1LFN","TXKERR5LFN","TXKING9LFN","TXKLEB3LFN","TXLAMB9LFN","TXLASA3LFN","TXLAVA5LFN","TXLEON9LFN","TXLIME3LFN","TXLIVE7LFN","TXLOVI1LFN","TXLYNN5LFN","TXMARI5LFN","TXMASO9LFN","TXMAVE3LFN","TXMCLE9LFN","TXMEDI5LFN","TXMIDL9LFN","TXMILL3LFN","TXMONT7LFN","TXMOOR1LFN","TXMOTL5LFN","TXNAVA9LFN","TXNOLA3LFN","TXORAN5LFN","TXOCHI7LFN","TXPANO5LFN","TXPARM9LFN","TXPOLK3LFN","TXPRES7LFN","TXRAND1LFN","TXREAL5LFN","TXREEV9LFN","TXROBE3LFN","TXROCK7LFN","TXSANA5LFN","TXRUSK1LFN","TXSANP5LFN","TXSCHL3LFN","TXSHAC7LFN","TXSHER1LFN","TXSOME5LFN","TXSTEP9LFN","TXSTON3LFN","TXSWIS7LFN","TXTAYL1LFN","TXTERR5LFN","TXTITU9LFN","TXTRAV3LFN","TXTYLE7LFN","TXUPTO1LFN","TXVALV5LFN","TXVICT0LFN","TXWALL3LFN","TXWASH7LFN","TXWHAR1LFN","TXWICH5LFN","TXWILL9LFN","TXWILS3LFN","TXWISE7LFN","TXYOAK1LFN","TXZAPA5LFN","TXANDE1URN","TXANGE5URN","TXARCH9URN","TXATAS3URN","TXBAIL7URN","TXBAST1URN","TXBEEC5URN","TXBEXA9URN","TXBORD3URN","TXBOWI7URN","TXBRAZ3URN","TXCALH7URN","TXBRIS5URN","TXBROW9URN","TXBURN3URN","TXCAME2URN","TXCARS5URN","TXCAST9URN","TXCHER3URN","TXCLAY7URN","TXCOKE1URN","TXCOLL5URN","TXCOLO9URN","TXCOMA3URN","TXCOOK7URN","TXCOTT1URN","TXCROC5URN","TXCULB9URN","TXDALL3URN","TXDEAF7URN","TXDENT2URN","TXDICK5URN","TXDONL9URN","TXEAST3URN","TXEDWA7URN","TXELLI0URN","TXFALL5URN","TXFAYE9URN","TXFLOY3URN","TXFORT5URN","TXFREE1URN","TXGARZ9URN","TXGAIN5URN","TXGLAS3URN","TXGONZ7URN","TXGRAY0URN","TXGRIM5URN","TXHALE9URN","TXHAMI3URN","TXHARD7URN","TXHARR1URN","TXHART5URN","TXHAYS9URN","TXHEND3URN","TXHILL7URN","TXHOOD1URN","TXHOUS5URN","TXHUDS9URN","TXHUTC3URN","TXJACK7URN","TXJASP1URN","TXJEFF5URN","TXJIMW9URN","TXJONE3URN","TXKAUF7URN","TXKENE1URN","TXKERR5URN","TXKING9URN","TXKLEB3URN","TXLASA3URN","TXLAMB9URN","TXLAVA5URN","TXLEON9URN","TXLIME3URN","TXLIVE7URN","TXLOVI1URN","TXLYNN5URN","TXMARI5URN","TXMASO9URN","TXMAVE3URN","TXMCLE9URN","TXMEDI5URN","TXMIDL9URN","TXMILL3URN","TXMONT7URN","TXMOOR1URN","TXMOTL5URN","TXNAVA9URN","TXNOLA3URN","TXOCHI7URN","TXORAN5URN","TXPANO5URN","TXPARM9URN","TXPOLK3URN","TXPRES7URN","TXRAND1URN","TXREAL5URN","TXREEV9URN","TXROBE3URN","TXROCK7URN","TXRUSK1URN","TXSANA5URN","TXSANP5URN","TXSCHL3URN","TXSHAC7URN","TXSHER1URN","TXSOME5URN","TXSTEP9URN","TXSTON3URN","TXSWIS7URN","TXTAYL1URN","TXTERR5URN","TXTITU9URN","TXTRAV3URN","TXTYLE7URN","TXUPTO1URN","TXVALV5URN","TXWALL3URN","TXVICT0URN","TXWASH7URN","TXWHAR1URN","TXWICH5URN","TXWILL9URN","TXWILS3URN","TXWISE7URN","TXYOAK1URN","TXZAPA5URN"
1995-07-01,20722,34717,4084,15586,4092,23118,11345,646720,405,40279,67088,1166,17372,12881,9738,125096,3943,4539,20186,5271,1565,212681,8286,6502,15737,884,2064,1247,1153285,9042,207236,1087,1613,8241,902,49081,7523,10843,4128,156266,7482,8078,2206,602,7521,48631,8668,19683,3924,2147,1699068,2805,43682,27594,14450,15300,8492,1534,10491,3296,15863,120590,16765,10248,29111,227,17786,134,13378,7238,2597,9473,5545,9615,4606,98,3241,3977,1597,17174,99999,14929,60066,2263,8073,9230,659,21400,7884,43109,4543,8221,4590,14884,3760,57805,1472,8013,531,18812,3284,20907,28889,1381,1527,1417,2399,4112,889,4233,59620,6185,12202,416797,7514,1888,18026,42277,11904,14840,19909,61601,7750,13460,20120,3949,4291,5.3,6.1,2.3,5.8,5.8,2.8,8.8,5.2,2,8.8,3.5,9.8,4.5,7.8,4,14.6,4.2,5.2,6.1,3.7,3.1,3.6,3.4,3.7,5.2,5.9,3.1,5.3,5.5,8.4,3.9,7.1,3.5,6.8,3.4,5.5,5.4,3,5.7,4,6.3,6.4,5.1,2.3,4.4,5.9,6.4,6.6,3.4,4.2,6.6,3,3.4,5.5,4.8,6.9,5,2.2,7.7,4.7,12.4,10.2,11.3,3.6,4.7,3.1,2.7,6,8.4,9.9,6.8,2.7,7.6,5.9,5.6,8.2,4,10.7,2.1,26.6,5.3,4.2,5.3,4.2,5.7,4.3,5.2,6.5,7.6,3.7,14.6,11,4,6.3,38.4,3.5,4.5,9.6,2.3,3.9,7.7,6,10.1,4.6,4.1,2.2,12.9,4.5,2.2,5,5.6,7.7,8.8,3.3,8.6,5.1,10.4,6.5,6.6,3.1,7.1,5.4,25.8,3.8,4.4,5.4,13.4
1995-08-01,20345,33865,4076,15583,4170,23193,11107,639626,398,39986,66589,1109,17067,12816,9619,122640,3885,4487,20105,5309,1553,211953,8243,6427,15503,857,2046,1228,1148793,8842,206130,1182,1546,8175,932,48711,7717,10759,3896,154921,7378,7815,2220,566,7501,48086,8399,19655,3966,2114,1684505,2727,43791,27454,14360,15114,8354,1530,10368,3417,15963,119487,16579,10015,28991,221,17522,134,12989,6998,2504,9494,5479,9637,4515,96,3169,3925,1632,15961,98919,14729,59495,2244,8040,9057,649,21319,7757,42585,4502,8130,4562,14626,3414,56751,1453,7606,527,18692,3286,20525,28528,1350,1466,1409,2346,4050,911,4178,59083,6157,12180,416794,7398,1857,17657,41642,11773,14780,19876,60802,7240,13260,19885,3819,4226,5.1,5.4,2.9,6.1,5.1,3.1,8.9,5.2,0.8,8.6,3.4,9.6,4,6.2,4,13,3.7,4.7,5.6,3.5,2,3.5,3.1,3.8,5.4,6.2,2.6,4.5,5.4,7.9,3.6,15,2.8,6.3,3.6,5,4.8,3.3,5.8,3.8,6.2,5.9,5.1,2.5,4.1,5,5.9,6.5,3.4,4,6.4,2.8,3.6,5.3,4.5,6.2,4.9,2,7.1,4.4,11.2,9.8,11.1,3.6,4.6,3.2,2.6,6,8.5,10,6.5,2.8,6.7,7,4.8,8.3,3.9,10.7,2.1,24.3,5,4.1,5.1,3.2,6.2,4.2,5.2,6.1,7.2,3.8,13.9,10.6,4,5.6,38.3,3,6.1,9,2.1,3.5,8,5.7,9.3,4.7,3.4,2.1,11.8,4.2,1.9,4.4,5.5,6.7,8.6,3.2,7.7,4,10.2,6.1,6,3.3,6.6,5,21.3,3.3,4.2,5.3,12.6
1995-09-01,20464,34572,4114,15566,4056,23497,11125,637752,399,40012,69509,1010,16951,12616,9429,121673,3817,4173,20305,5319,1489,210887,8108,6483,15402,850,2010,1226,1143053,8670,205269,1115,1554,8187,907,48308,7555,10652,3510,154249,7258,7149,2146,599,7548,48774,8464,18620,3961,2098,1675193,2702,44161,27462,14390,14988,8344,1501,10300,3458,15718,119719,16361,9940,28821,220,17089,123,13162,7052,2527,9562,5373,9579,4513,97,2953,3948,1604,16206,100434,15121,59689,2251,7937,9147,667,21545,7699,42149,4313,8157,4664,14708,3340,56924,1297,6752,519,18569,3359,20074,28612,1377,1424,1372,2260,4107,838,4241,60112,5983,12100,423284,7515,1840,17638,41817,11672,14771,19684,61098,7370,13254,20046,3726,4246,5.2,5.1,3,5.3,5.4,2.9,8.7,4.8,2,8.6,3,9.4,4.3,6.4,4,12.7,4.1,4.5,5.6,3,1.7,3.4,3.2,3.5,5.1,6.6,4,4.6,5.3,7.4,3.6,15.2,2.4,5.5,5.8,4.7,4.7,3.2,5.8,3.9,5.7,5.7,5.1,2.8,4.6,5,5.9,5.8,3.3,4.3,6.3,2.7,3,5.7,4.5,5.4,4.7,2.1,7,4.3,10.5,9.7,10.1,3.5,4.4,0.9,3,6.5,7.8,7.3,6.4,2.8,6.9,6.5,4.7,6.2,3.6,10.8,2.9,23.5,4.8,3.9,5,3.1,6,4.6,5.2,5.6,6.9,4.3,12.7,9.6,3.9,5.1,38,3.2,5.2,10.1,2.9,3.3,7.3,5.4,9.5,5.3,3.7,2,11.1,4.6,2.4,4.6,5.2,7,8.3,3.3,7.4,4.2,10.1,5.7,6.1,3.2,6.5,4.6,19.5,3.3,4.2,5.9,11
1995-10-01,20507,34459,4155,15689,3792,23758,11047,641720,409,39696,70695,924,17173,12508,9544,122047,3840,4121,20082,5384,1502,211956,8076,6665,15466,861,1983,1271,1148690,8784,205923,1110,1604,8310,916,48474,7813,10627,3646,155479,7349,7054,2148,703,7530,48693,8715,18280,3895,2114,1685089,2751,44600,27835,14774,14993,8324,1572,10200,3365,15669,119156,16630,9972,28978,219,16901,125,13039,7006,2482,9564,5492,9519,4526,92,3200,3852,1690,17076,100320,15144,59982,2243,7850,9099,702,22055,7782,41268,4442,8155,4393,14761,3399,57580,1357,6818,513,18587,3307,19819,28464,1496,1443,1407,2238,4080,817,4134,60685,6057,12088,427766,7524,1851,17764,41965,11754,14851,19643,61302,7096,13308,20286,3843,4308,4.8,5,3.6,4.6,5.2,2.8,7.6,4.6,2.9,8.1,2.7,8,4.1,6.7,3.9,12.1,3.5,3.8,5.1,3.5,1.4,3.1,2.9,3.3,4.8,6.4,4.1,6.1,5.1,6.4,3.1,14.7,1.9,4.5,4.1,4.2,4.4,3,5.7,3.6,5.3,4.7,4.4,1.8,4,4.7,5.2,6.1,2.8,4.2,5.8,2.1,2.8,6.3,4.2,5.1,4.1,1.9,6.8,4,9.8,9.3,10,3.2,4.2,0.9,3,6.4,7.3,6.9,6.1,2.8,6.1,5.1,4.6,8.7,3.1,10.2,3.1,25.2,4.6,3.4,4.7,2.9,5.6,4,5.8,5.2,6.2,4.1,10.9,9.3,3.8,5.1,32,3,4.1,9,1.9,2.6,6.7,4.7,9.2,5.7,3.1,2.7,10.8,3.8,2.6,4.5,4.8,6.1,7.8,3.2,7,3.7,10.5,5.3,5.8,3,6.1,4.5,18.1,2.8,3.9,5.2,9.7
1995-11-01,20470,34398,4159,15600,3834,23721,11147,641844,411,39700,70334,967,16886,12425,9566,121958,3776,4121,20027,5284,1547,211600,8003,6723,15485,980,1956,1291,1145532,8665,206184,1076,1620,8265,890,48637,7861,10532,3635,154900,7332,6959,2213,699,7516,48570,8903,17623,3889,2166,1682687,2747,44609,27893,15078,15125,8235,1555,10113,3315,15416,118445,16483,10072,28953,222,16917,122,12926,6904,2485,9489,5479,9530,4492,103,3404,3889,1633,18830,99736,15205,59832,2276,7750,8960,783,22070,7874,41384,4442,8171,4429,14731,3289,57408,1290,6678,507,18604,3304,19975,28600,1505,1425,1393,2153,4016,805,4062,60582,6361,12041,427219,7526,1872,18176,41886,11651,14783,19306,61375,7299,13313,20246,3878,4297,5.4,5,3.6,4.4,5.5,2.8,7.6,4.6,3.9,8.1,2.6,8.4,3.4,6.2,4.2,12.8,3.7,4.5,5.2,3.1,1.6,3,3.1,4.7,5.2,7,3.2,6.6,4.8,6.3,3.3,13.7,2.5,4.8,3.4,4.6,4.5,3.2,6.1,3.3,5.7,4.6,4.1,2.3,4,4.8,5,5.5,3.5,3.2,5.8,2.4,2.9,6.5,4,6.1,3.9,1.7,6.7,3.9,11.9,9.4,10.1,3.4,4.1,3.2,3,6.6,7.4,8,5.4,2.6,5.9,5.2,4.2,10.7,2.9,11.1,2.3,31.2,4.4,3.7,4.5,3,5.9,3.8,4.9,5.1,6.4,3.7,11.7,11.2,4.1,5.4,32,2.9,4.9,10,2,2.7,6.9,5.2,9.8,6.4,3.4,2.4,12.7,4.1,6,4.8,4.9,5.8,7.6,3.2,7.4,4.1,12.2,4.6,5.9,3.1,6.4,4.6,20.3,2.8,4.2,4.5,9.2
1995-12-01,20361,34287,4159,15524,3644,23660,11011,640442,410,39390,69335,986,16722,12281,9598,121086,3773,4090,19924,5364,1492,211403,8014,6810,15553,885,2001,1336,1143272,8569,206008,1064,1578,8152,890,48695,7729,10492,3589,154933,7255,6789,2190,616,7478,48147,8685,17312,3946,2201,1681171,2675,44310,27780,14838,15033,8100,1478,10024,3312,15190,117892,16227,10178,28927,226,16750,122,12835,6896,2557,9328,5336,9543,4422,121,3351,3846,1638,19455,98174,15258,59888,2291,7741,8833,846,21716,7909,41069,4441,8142,4490,14510,3318,57402,1210,6753,500,18585,3303,19817,28216,1519,1435,1400,2107,3996,843,4009,60367,6330,12100,424843,7523,1857,18175,41840,11614,14591,19029,60987,7244,13293,20001,3736,4291,5.4,4.6,3.6,4.1,5.8,2.9,7.4,4.3,3.7,7.8,2.5,8.4,5,6.2,4,12.2,3.7,4.2,5.1,2.9,1.9,2.8,3.1,4.6,4.8,5.8,3.6,10.3,4.5,6,3.1,11.9,2.6,4.6,3.8,4.6,4.2,3.3,5.8,3.1,5.7,4,3.6,2.4,4.1,4.6,4.7,5.4,3.4,2.7,5.4,2.4,2.6,6,3.9,5.6,3.4,1.8,6.7,3.3,11.6,9.1,9.7,3.1,4,4.9,2.8,6.6,7.1,9.8,5.2,2.8,6.1,5.5,3.8,10.7,2.6,11.5,2.3,33,4.2,3.5,4.3,3.8,5.5,3.7,4.4,5,5.7,3.3,11.2,11.2,3.9,5.2,36.4,2.7,5,10.9,1,2.5,6.8,5.2,9.2,6,3.1,2.8,11.7,4.3,6.9,4.1,4.6,5.4,8.1,3,7.6,3.7,11.5,4,5.5,2.7,6.2,4,20.7,2.6,4,4.1,9.2
1996-01-01,20210,34472,4081,15146,3519,24077,10966,633229,376,39770,65875,942,16714,12305,9519,123024,3629,3907,21126,5352,1518,218884,7944,7020,15526,913,1976,1334,1126399,8570,208631,1017,1667,8458,929,48705,7580,10418,3312,157664,7380,6504,2168,575,7469,48609,8185,16756,3827,1977,1656477,2842,45014,27683,14921,15325,7935,1497,10365,3291,15648,117742,15931,10337,28902,219,16617,118,12773,6418,2675,9203,5495,9550,4396,99,3016,4145,1611,20877,98739,15483,59089,2261,7801,8829,739,20340,7658,41454,4618,8233,4431,14484,3594,56725,1199,6634,503,18790,3372,19925,28534,1477,1471,1401,2093,4090,827,3743,60314,5909,12168,416680,7423,1771,18508,41729,11634,14398,19092,60753,8028,13514,20011,3454,4347,6.5,5.7,3.4,4.8,7.2,3.2,7.9,5.1,1.9,8.8,2.9,9.1,5,7.3,4.4,13.8,5,5.5,5.7,3.8,1.8,3.1,3.4,5.9,5.4,7.6,4.2,11.6,5.5,7.8,3.6,10.6,3.8,5.9,4.2,5.1,4.4,3.7,8.8,3.3,6.2,5.1,5,3.5,4.8,7.3,6.1,8.3,4.1,4.6,6.1,2.8,3.1,7.2,4.9,6.1,3.8,2.1,9.4,4.1,13.9,9.9,11,3.6,4.5,5,3.4,9.3,8.1,11.1,7.3,3.4,8.1,6.7,4.6,13.1,4.2,13.3,3,39,5.1,4,5,4.2,5.5,4.5,4.5,6.6,7.1,4.1,12.2,12.8,4.9,6,42,3.4,5.6,13.9,2.2,2.9,7.4,6.2,10.1,6.6,3.7,2.8,13,4.8,5.3,5.3,5.9,6.8,9.7,3.4,9.3,3.8,13.2,4.6,6.3,3.2,7.3,4.8,24.9,2.8,4.5,4.8,10.6
1996-02-01,19990,34365,4131,15163,3532,24351,10949,636083,384,39753,68564,889,16733,12491,9516,123230,3679,3977,20883,5195,1550,220166,7927,6801,15645,869,2022,1318,1127492,8379,209172,966,1596,8399,932,48974,7625,10627,3206,158843,7348,6558,2172,566,7464,48105,8169,16629,3845,1990,1662975,2839,45393,27677,14703,15204,7999,1567,10291,3276,15518,116417,16067,10267,29116,225,16607,117,13011,6471,2703,9162,5415,9497,4398,94,2918,4144,1621,20436,98762,15453,59057,2305,7743,8831,695,20548,7737,40779,4550,8141,4370,14577,3483,57010,1246,6820,502,18933,3399,19906,28624,1467,1469,1400,2049,4080,803,3757,60276,5926,12226,421170,7337,1791,18251,41549,11680,14571,19054,61026,8043,13615,20083,3495,4322,5.9,5.4,4,4.6,7,3,7.5,4.7,2.9,8.8,2.6,8.7,3.8,6.9,3.9,13.2,5,5.9,5,3.7,2.6,2.9,3.4,5.9,4.7,9.9,4.3,10.8,4.8,8.9,3.1,7.9,3.2,5.4,4.4,4.9,4,3.8,8.3,3.2,5.9,5.8,4.8,3.2,4.4,6.3,5.2,7.8,3.9,4.4,5.7,2.8,2.6,6.4,4.5,4.6,4.3,1.7,9.1,3.5,13.5,9.1,10.1,3.5,4.5,4.9,3,6.8,7.4,10,6.8,3.5,6.9,6.1,4.4,10.6,4.4,13.7,3.3,38.1,4.7,3.4,4.6,4.2,4.6,4.2,4.6,6.1,7.9,3.8,10.9,12.3,4.5,5.6,40.3,3.2,6.1,12.3,2,2.9,7.2,5.9,9.7,5.3,4.4,2.6,9.3,4.3,4.9,5.2,5.7,6.8,8.8,3.1,8.7,3.7,11.8,4.2,5.5,2.9,6.7,4.7,23.9,2.7,4.1,4.7,9.6
1996-03-01,20143,34612,4147,15468,3594,24530,10976,639158,390,39837,70054,959,16887,12664,9635,124111,3702,4066,21060,5195,1579,221465,8031,6805,15646,837,2062,1337,1133624,8670,210290,992,1626,8475,966,49179,7553,10685,3269,159448,7319,6492,2178,594,7527,48483,8299,16912,3888,1927,1667426,2826,45953,27695,14795,15261,7961,1642,10307,3350,15566,116392,16246,10288,29249,232,16836,117,13176,6544,2717,9289,5493,9525,4420,89,2896,4093,1604,20104,99080,15580,59351,2351,7854,8950,681,20702,7719,40698,4551,8251,4458,14786,3465,57284,1246,6721,509,19078,3457,19989,28798,1470,1486,1394,2101,4123,789,3702,60524,5886,12295,423900,7341,1780,18283,41650,11746,14668,19215,61516,8141,13671,20425,3557,4377,5.7,5.2,3.4,4.5,6.8,3,7.4,4.5,1.8,8.4,2.6,8.2,4.3,6.6,3.8,13.8,4.7,5.5,4.9,3.5,2.6,2.8,3.5,4.6,4.4,9,4.3,9.9,4.7,8.4,3,8.4,2.6,4.8,6.1,4.7,3.7,3.6,8.4,3.2,5.4,6.6,4.5,3,4.7,5.5,6.1,8.2,3.6,4,5.6,2.4,3.1,5.8,4.2,4,3.8,1.7,9.2,3.7,13.1,8.7,9.8,3.5,4.2,6.9,2.8,6,7.4,9.5,6.7,3.4,6.9,5.9,4,11.2,4.2,12.8,2.8,36.6,4.7,3.2,4.6,3.8,5.8,4.4,3.8,5.6,8.4,4,10.4,12.2,4.5,5.5,37.3,3,5.6,11.9,2.8,2.9,6.8,6,8.8,5.9,4.7,2,8.8,4.3,3.5,4.9,5.6,6.4,8,3,8.3,3.7,11.4,4.4,5.3,2.7,6.6,4.4,22,2.5,4.1,4.4,9.4
1996-04-01,20040,34686,4133,15428,3516,24599,10958,639210,392,39409,70406,922,16847,12887,9381,122826,3604,4068,20781,5333,1579,221747,8050,6767,15876,857,2003,1334,1134221,8476,210852,1016,1591,8530,936,49234,7609,10661,3184,159559,7451,6435,2207,633,7571,48911,8365,16904,3779,1962,1668373,2853,45852,27647,14572,15406,8129,1521,10153,3378,15506,116260,16318,10328,29235,230,16998,122,13166,6575,2689,9348,5570,9448,4480,88,2916,3855,1585,19313,98721,15183,59146,2304,7708,8917,641,20823,7633,40609,4602,8137,4320,14880,3415,57378,1212,6882,516,19123,3416,20390,28811,1392,1443,1376,2130,4116,792,3666,60744,5762,12473,425859,7260,1770,17927,41698,11768,14900,19127,61266,7861,13728,20356,3534,4433,5.5,4.9,3.2,4,6.1,2.8,7.6,4.2,1.8,7.8,2.5,7.3,3.9,6.1,3.4,12.2,4.4,5.1,4.4,3.2,2.4,2.6,3.2,4.3,4.3,7.5,3.8,9,4.5,7.4,2.9,7.2,2.6,4.5,5.8,4.5,3.9,3.3,8.2,3,5.5,5.4,4.4,2.8,4.6,4.7,6.3,6.6,4,3.1,5.4,2.5,2.4,5.4,4.2,4.4,3.9,1.6,9.1,3.6,13.1,8.7,9.3,3.1,3.9,5.2,2.5,5.7,6.8,7,6.4,3.2,6.1,5.6,3.8,8,3.9,12,1.9,33.5,4.2,3.1,4.5,4.1,5.2,3.9,3.9,5.7,8,3.9,10.2,11.3,4.3,5.4,36.7,2.8,5.4,11.8,3.3,2.9,6.4,6.4,8.1,5.1,3.7,2.5,9.5,3.8,3.2,4.4,5.1,5.8,7.9,3,11.8,3.4,10.4,4.3,4.9,2.5,6.5,4.2,21,2.6,3.7,4.5,8.1
1996-05-01,20167,34782,4120,15369,3608,24572,11114,641303,389,39665,69982,913,16998,13066,9418,124454,3578,4040,20727,5556,1635,222804,8106,6723,15974,856,2023,1311,1139673,8482,211847,1020,1591,8673,908,49420,7576,10634,3221,159693,7621,6712,2213,623,7697,49815,8519,16845,3769,2009,1670920,2848,46147,27598,14733,15542,8183,1471,10170,3318,15654,116400,16536,10317,29506,222,17308,116,13315,6794,2708,9491,5646,9538,4538,77,2930,3886,1625,18359,98068,15130,59647,2321,7736,9112,608,21089,7636,40897,4673,8146,4326,15001,3476,57326,1243,7416,521,19226,3455,21034,29388,1401,1492,1380,2133,4189,823,3678,60458,5745,12428,426000,7243,1780,18052,41713,11906,15054,19190,61555,7849,13746,20410,3594,4413,6,5.1,2.8,4.4,5.7,2.8,7.3,4.4,0.8,7.7,2.6,6.5,3.7,6.2,3.7,12.9,4.7,5.3,4.6,3.6,2.4,2.7,3.6,4.4,4.1,6.4,3,8.5,4.5,7.7,3,7.1,2.8,4.7,4.4,4.4,3.9,3,8,3.1,5.6,5.6,4.5,2.9,4.7,4.5,6.7,6.6,4.2,3.4,5.6,2.6,3.2,4.8,4.3,4.6,3.9,1.6,8.4,3.3,13.2,8.9,8.9,3.4,4.4,0.9,2.4,6,7.2,6.9,6.5,2.9,6.6,5.5,3.5,6.5,4.2,11.3,2.2,29.8,4.5,3.1,4.9,3.9,5.1,3.9,3,5.7,8,3.9,11,10.3,4,5.7,32.6,3,6.4,11.5,2.9,3,7,7.3,8.4,5.4,4.7,1.8,10.2,4,2.2,4.2,5.3,5.9,7.1,3.2,14.4,4,12.7,5.4,5,2.5,6.5,4.6,21.2,2.6,3.6,4.9,8.3
1996-06-01,20094,35013,4165,15517,3888,24718,11138,648729,386,40220,65697,975,17186,13235,9723,124960,3616,4200,20668,5476,1693,226059,8325,6650,16088,879,2027,1344,1156364,8819,215131,1041,1563,8526,839,50091,7609,10688,3498,160945,7718,7245,2267,606,7898,49639,8618,17502,3789,2052,1686665,2865,46144,28023,14836,15778,8264,1467,10271,3392,15806,117643,16833,10397,29873,218,17828,120,13073,6964,2743,9603,5644,9721,4543,80,2936,4020,1597,18453,99909,15128,60181,2356,7727,9401,606,21008,7818,41620,4726,8296,4524,15193,3964,57396,1441,8425,528,19490,3531,21526,29810,1396,1525,1427,2272,4273,851,3762,59835,6031,12614,426977,7185,1790,17996,42089,12032,15274,19504,62197,7942,13891,20676,3752,4512,6.1,5.7,3.3,5.6,5.9,3.4,7.5,5.1,1,7.8,2.9,7.2,3.1,6.7,4.5,13.1,4.5,5.7,5.1,3.6,2.8,2.9,3.9,4.5,4.1,6.6,2.9,9.4,4.7,8.2,3.2,6.9,2.6,5,4.8,4.5,3.9,3.4,8.2,3.3,6.2,6.3,4.6,3.5,5.5,4.6,7.7,7.6,4.1,5.8,5.9,2.7,3.2,5.1,4.7,5,4.1,2,9.2,3.5,14.2,9.4,9.8,3.6,4.4,1.4,2.7,7.5,7.7,7.7,6.7,3.2,7.7,6.3,4.3,7.5,5,12.4,2.5,28.9,5.1,3.4,5.4,4.5,5.1,4.2,3,6.2,8.5,3.7,12,11.5,4.3,5.8,31.6,3.4,4.6,10.3,3.2,3.1,7.4,8.2,9.2,5.7,4.3,2.5,9.9,3.8,2.5,4.7,5.3,6.1,7.4,3.4,15.3,4.2,12.7,5.9,5.3,3.4,6.9,5,22.7,3.2,4,5.4,8.8
1996-07-01,20368,35414,4092,15476,3998,24781,11075,650698,402,40394,67963,1119,17224,13483,10090,128813,3637,4392,20488,5472,1665,228300,8245,6628,16188,896,1983,1376,1168816,8659,217326,1006,1557,8518,914,50609,7794,10840,4193,161981,7722,7912,2288,582,7762,49981,8769,19239,3875,2147,1698431,2887,46352,28298,15117,15887,8388,1437,10061,3387,15794,117824,16378,10241,30027,225,18343,119,13220,7365,2771,9710,5656,9733,4498,89,3101,3981,1564,16809,100348,14987,60108,2310,7745,9306,616,21178,7865,41653,4710,8151,4613,15217,3490,57418,1483,7801,528,19708,3561,21530,29820,1372,1503,1417,2231,4362,846,4033,60036,6296,12733,429042,7244,1816,17800,42561,12105,15178,19650,62694,7666,13930,20825,3958,4348,5.7,5.7,2.6,5.8,5.3,3.3,6.8,5.3,1,7.6,2.8,7.4,2.3,6.9,4.5,15.2,4.6,4.7,5.4,3.8,2.9,2.7,3.7,4.8,4,7.9,2.9,7.8,4.6,7.8,3.1,6.3,3,5.4,4.7,4.4,3.6,3.3,6.5,3.2,5.7,6.9,4.3,3.3,5.8,5,8,6.8,4.2,8.4,5.9,2.1,3.3,4.9,4.8,5.2,3.8,1.8,8.7,3.5,13.6,9.5,10,3.5,3.7,3.1,2.7,6.7,7.6,7.5,6.5,3.1,6.6,6.2,4.1,5.6,4.5,11.9,2.7,26.3,5.2,3.2,5.3,4.3,5.1,3.9,3.1,6.2,8.1,3.8,12.1,10.7,4.3,5.8,34.8,3.2,4.2,9.8,3,3,6.8,7.5,8.6,5,4.2,3,9.1,3.7,1.9,4,5.1,6.2,7.6,3.5,16.9,3.8,12.5,5.7,5.3,3.4,6.5,6.8,21.7,3.4,3.8,6.1,10
